客户ID,客服ID,消息内容,发送方,发送时间,对话ID,session_abs,session_tag
wmFS0DDgAAoDkUcI1veD9oTMnWILds5Q,17308401160,本机电话,1,2023/8/28 18:12,122,,
wmFS0DDgAAoDkUcI1veD9oTMnWILds5Q,17308401160,17739181828亲亲，您好请问是这个号码吗？,0,2023/8/28 18:26,122,,
wmFS0DDgAAoDkUcI1veD9oTMnWILds5Q,17308401160,这个不是已经注销了吗,1,2023/8/28 18:27,122,,
wmFS0DDgAAoDkUcI1veD9oTMnWILds5Q,17308401160,不是这个哦,0,2023/8/28 18:57,122,,
wmFS0DDgAAoDkUcI1veD9oTMnWILds5Q,17308401160,您好，您可以编辑短信“504发送到10001，可以可以查询本机号码和户主信息。直接插卡手机可以拨打家人、朋友电话有来电显示可以看到号码，或者您看下之前发您的激活成功短信，里面有号码。,0,2023/8/28 18:57,122,,
wmFS0DDgAAoDkUcI1veD9oTMnWILds5Q,17308401160,如需要查询身份证名下在湖南电信办理的手机号码明细（已激活的号码）： 可本人持身份证原件进入湖南电信远程柜台进行查询，人证比对通过后可提供号码办理详情查询（进入路径：关注微信公众号“湖南电信”，对话框输入“号卡查询”点击二维码即可进入）,0,2023/8/28 18:57,122,用户想要了解手机号是否已经注销,服务咨询
wmFS0DDgAAVTNZ5v9hko2yW0Ax2EH46A,17308401160,"【号卡欠费一年提醒】尊敬的用户您好，您名下有一张湖南电信号卡已停机超过一年。 现在恢复使用可享限时大流量，超值会员等赠送优惠，历史欠费也能减免抹除。
 期待您的回复，客服这边将活动内容与您详细介绍一下！！
 如果没有其他问题，您复机后也可以告知下客服哦??
 （温馨提示：名下有欠费号卡会影响您的日常号卡业务办理，您有任何问题也可以向客服咨询。）",0,2023/11/7 12:03,123,,
wmFS0DDgAANKIv14rwp_FDCX-Elogy9g,17308401160,"【号卡欠费一年提醒】尊敬的用户您好，您名下有一张湖南电信号卡已停机超过一年。 现在恢复使用可享限时大流量，超值会员等赠送优惠，历史欠费也能减免抹除。
 期待您的回复，客服这边将活动内容与您详细介绍一下！！
 如果没有其他问题，您复机后也可以告知下客服哦??
 （温馨提示：名下有欠费号卡会影响您的日常号卡业务办理，您有任何问题也可以向客服咨询。）",0,2023/11/7 11:51,124,,
wmFS0DDgAAC_58nEeZEoO8_xayoJgy0g,17308401160,"【停机首次提醒】尊敬的用户，您好，您的号码已欠费超过七天，已无法接听电话，请核实后尽快充值！充值点击??http://t.hn.189.cn/lt5?? 
复机后可以联系客服领取神秘礼物，有任何问题也可发消息给我们，感谢您对电信业务的支持。
（如您已复机，请忽略本次提醒，很抱歉打扰到您）",0,2023/10/26 21:04,125,,
wmFS0DDgAAC_58nEeZEoO8_xayoJgy0g,17308401160,"【停机二次提醒】尊敬的用户，您好，您的号码已欠费超过七天，已无法接听电话，请核实后尽快充值！充值点击??http://t.hn.189.cn/lt5?? 
复机后可以联系客服领取神秘礼物，有任何问题也可发消息给我们，感谢您对电信业务的支持。
（如您已复机，请忽略本次提醒，很抱歉打扰到您）",0,2023/10/27 14:12,125,,
wmFS0DDgAAC_58nEeZEoO8_xayoJgy0g,17308401160,"【停机三次提醒】尊敬的用户，您好，您的号码已欠费超过七天，已无法接听电话，请核实后尽快充值！充值点击??http://t.hn.189.cn/lt5?? 
复机后可以联系客服领取神秘礼物，有任何问题也可发消息给我们，感谢您对电信业务的支持。
（如您已复机，请忽略本次提醒，很抱歉打扰到您）",0,2023/10/28 13:09,125,,
wmFS0DDgAAC_58nEeZEoO8_xayoJgy0g,17308401160,"【名下号卡欠费提醒】【抹除欠费机会来了！】亲亲，您名下有一张湖南电信号卡已经很久未使用了。告诉您一个好消息，关注到您是我们的优质用户，目前充值恢复使用的话：
1、免费赠送大额流量（240G/480G/720G）
2、欠费金额也可以抹除哦！！！（最高80元！）
3、话费充值9.95折优惠

快回复客服给您发送9.95折充值链接吧！！",0,2023/11/28 18:15,125,,
wmFS0DDgAAC_58nEeZEoO8_xayoJgy0g,17308401160,链接,1,2023/11/28 18:23,125,,
wmFS0DDgAAC_58nEeZEoO8_xayoJgy0g,17308401160,亲亲。是这个19974258026么,0,2023/11/28 18:28,125,,
wmFS0DDgAAC_58nEeZEoO8_xayoJgy0g,17308401160,亲亲，十分抱歉，让您久等了，目前您的号码有之前的欠费38.72元，您继续使用的话，这边可以帮您抹除欠费，然后您可以参加充值50赠送120元话费活动的哦,0,2023/11/28 18:29,125,,
wmFS0DDgAAC_58nEeZEoO8_xayoJgy0g,17308401160,超级节省话费的良心活动！！！客服看到您的存费送已经可以续约了哦，推荐您继续参加存50送120活动，续约后加赠一年的福利享受，点击链接可以续约：http://flow.hn.189.cn/hnfx/hd/cfsf50120xy?isWx=1&clientid=qiyewxxz充值成功后50元立即到账，赠送的120是从到期次月接续赠送，每个月赠送10元哦,0,2023/11/28 18:29,125,,
wmFS0DDgAAC_58nEeZEoO8_xayoJgy0g,17308401160,您好，您今天点击客服链接参与活动，您的【历史欠费】您不需要交了，我们帮您送40元话费包直接抹除掉哦（充值后三个工作日内到的）,0,2023/11/28 18:29,125,,
wmFS0DDgAAC_58nEeZEoO8_xayoJgy0g,17308401160,https://zlhx-scrm-obs.obs.cn-east-3.myhuaweicloud.com:443/1701167400516_1701167400516.png,0,2023/11/28 18:30,125,,
wmFS0DDgAAC_58nEeZEoO8_xayoJgy0g,17308401160,可以线上销卡吗,1,2023/12/19 9:34,125,,
wmFS0DDgAAC_58nEeZEoO8_xayoJgy0g,17308401160,您好！很高兴为您服务！请提供下您的号码、机主姓名以及身份证号码后6位，这边帮您查询一下哦，谢谢！,0,2023/12/19 9:42,125,,
wmFS0DDgAAC_58nEeZEoO8_xayoJgy0g,17308401160,"19974258026
姚玉婷
144023",1,2023/12/19 9:53,125,,
wmFS0DDgAAC_58nEeZEoO8_xayoJgy0g,17308401160,19974258026您好，原套餐是39元的哦，您只要参与存费送活动后实际支付是29元的哦，活动到期可以续订的哦，每月流量是160GB，内包含了30GB定向流量，通话0.1元/分钟，接听免费。,0,2023/12/19 11:01,125,,
wmFS0DDgAAC_58nEeZEoO8_xayoJgy0g,17308401160,您的套餐还是很划算的哦,0,2023/12/19 11:01,125,,
wmFS0DDgAAC_58nEeZEoO8_xayoJgy0g,17308401160,"您好，因为您是我们的优质用户，推荐您参加存费50送120元的活动~点击链接：
http://flow.hn.189.cn/hnfx/page/goIn32?clientid=qiyewxhmin 充值成功后50元立即到账，赠送的120是从次月开始赠送，每个月赠送10元，比您单独充值要划算的多哦",0,2023/12/19 11:02,125,,
wmFS0DDgAAC_58nEeZEoO8_xayoJgy0g,17308401160,还可以参与存费送费的活动降低月租的呢,0,2023/12/19 11:02,125,用户询问能否线上销卡,服务咨询
wmFS0DDgAAtcjZ3-ukqneDaigd-dQZ8g,17308401160,"【停机首次提醒】尊敬的用户，您好，您的号码已欠费超过七天，已无法接听电话，请核实后尽快充值！充值点击??http://t.hn.189.cn/lt5?? 
复机后可以联系客服领取神秘礼物，有任何问题也可发消息给我们，感谢您对电信业务的支持。
（如您已复机，请忽略本次提醒，很抱歉打扰到您）",0,2023/11/6 16:25,126,,
wmFS0DDgAAtcjZ3-ukqneDaigd-dQZ8g,17308401160,"【停机二次提醒】尊敬的用户，您好，您的号码已欠费超过七天，已无法接听电话，请核实后尽快充值！充值点击??http://t.hn.189.cn/lt5?? 
复机后可以联系客服领取神秘礼物，有任何问题也可发消息给我们，感谢您对电信业务的支持。
（如您已复机，请忽略本次提醒，很抱歉打扰到您）
",0,2023/11/7 12:05,126,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,你好,1,2023/8/1 17:07,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,我想问一下,1,2023/8/1 17:07,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,19164997972这个号码,1,2023/8/1 17:07,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,这个流量套餐什么时候到期,1,2023/8/1 17:07,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,亲亲，因人工接入需要一定时间，您可先提供您的问题、问题号码、姓名以及身份证后6位给客服，客服接入后为您处理，谢谢??(??ω??)?? （人工工作时间：9:00-21:30）,0,2023/8/1 17:08,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,到期之后是一个月多少G,1,2023/8/1 17:08,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,孟嘉翔,1,2023/8/1 17:08,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,51314,1,2023/8/1 17:08,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,您好，您保持号码正常，套餐会自动续订的,0,2023/8/1 17:11,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,不会到期吗,1,2023/8/1 17:12,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,永久的？,1,2023/8/1 17:12,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,那话费多少钱,1,2023/8/1 17:12,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,您好，您是星卡39元套餐，办理了5元2GB通用流量升级包+0元3G通用包月流量包， 青年合约权益包（10元）,0,2023/8/1 17:14,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,"亲亲，查看您参加的的存费送费活动马上到期啦，点击链接可以继续参加存费活动：
http://flow.hn.189.cn/hnfx/hd/cfsf50120xy?isWx=1&clientid=qiyewxlw 充值成功后50元立即到账，赠送的120元是每个月赠送10元哦",0,2023/8/1 17:14,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,到期了的话就是每个月39+10是吗,1,2023/8/1 17:15,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,18047279349,1,2023/8/1 17:16,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,帮我查一下这个,1,2023/8/1 17:16,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,这个有什么优惠吗,1,2023/8/1 17:16,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,比如存多少送多少,1,2023/8/1 17:16,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,https://zlhx-scrm-obs.obs.cn-east-3.myhuaweicloud.com:443/1690881472741image_1690881472762.png,0,2023/8/1 17:17,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,您好，这边是湖南电信客服,0,2023/8/1 17:17,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,其他地区无法查询哦,0,2023/8/1 17:17,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,https://zlhx-scrm-obs.obs.cn-east-3.myhuaweicloud.com:443/%E4%BC%81%E4%B8%9A%E5%BE%AE%E4%BF%A1%E6%88%AA%E5%9B%BE_16908814811551_1690881531615.png,0,2023/8/1 17:18,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,对,1,2023/8/1 17:18,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,那你帮我把这个19164997972号码注销了吧,1,2023/8/1 17:18,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,亲亲，方便了解下您是什么原因不想使用了吗,0,2023/8/1 17:20,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,刚才那个号码更优惠流量也更多,1,2023/8/1 17:21,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,19164997972?? 您继续使用的话 ，客服帮您申请给您送10元话费补贴，连续送您12个月哦 您看考虑继续使用吗 亲亲,0,2023/8/1 17:22,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,等我想想,1,2023/8/1 17:23,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,好的,0,2023/8/1 17:23,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,那我就是办理这个存50送120然后一年每个月优惠十块然后再加上你帮我一年优惠十块,1,2023/8/1 17:25,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,是吧,1,2023/8/1 17:25,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,是的哦,0,2023/8/1 17:26,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,"点击链接可以继续参加存费活动：
http://flow.hn.189.cn/hnfx/hd/cfsf50120xy?isWx=1&clientid=qiyewxlw 充值成功后50元立即到账，赠送的120元是每个月赠送10元哦",0,2023/8/1 17:26,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,客服这边可以再申请您送10元话费补贴，连续送您12个月,0,2023/8/1 17:26,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,这个充五十送120这个优惠,1,2023/8/1 17:31,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,只要我用这个号码,1,2023/8/1 17:31,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,我就能一直充吗,1,2023/8/1 17:31,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,您好，存50送120元活动到期可以继续参与的,0,2023/8/1 17:42,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,充了,1,2023/8/1 17:44,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,你那边能收到提示吗,1,2023/8/1 17:45,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,然后你帮我申请一下优惠吧,1,2023/8/1 17:47,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,好的，已申请赠送了,0,2023/8/1 17:57,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,辛苦，然后现在是每个月19然后加上权益包是29每个月,1,2023/8/1 17:58,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,是吧,1,2023/8/1 17:58,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,是的，亲亲,0,2023/8/1 18:11,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,你好,1,2023/9/7 8:50,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,为什么我现在每个月扣54块钱,1,2023/9/7 8:51,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,不是说好是29一个月吗,1,2023/9/7 8:51,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,你在这坑我们,1,2023/9/7 8:51,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,呢,1,2023/9/7 8:51,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,https://zlhx-scrm-obs.obs.cn-east-3.myhuaweicloud.com:443/fb4e3b0c-1316-4fa6-9455-10078fc7259d_1694047920337.jpg,1,2023/9/7 8:51,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,为什么是39,1,2023/9/7 8:52,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,"亲亲您好，非常抱歉，麻烦提供一下手机号码+姓名+身份证后6位数，客服这边帮您查询一下哦，谢谢！
",0,2023/9/7 9:23,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,19164997972,1,2023/9/7 10:05,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,孟嘉翔,1,2023/9/7 10:05,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,51314,1,2023/9/7 10:05,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,您好，查询号码月租39元，流量包5元，权益包10元，合计是54元，每月赠送20元，实际扣除需要缴纳的费用是34元,0,2023/9/7 10:21,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,能不能看看我图片,1,2023/9/7 10:58,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,https://zlhx-scrm-obs.obs.cn-east-3.myhuaweicloud.com:443/3dbfc2f7-15a9-4e91-838b-e15aa0305673_1694055523864.jpg,1,2023/9/7 10:58,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,明明是54,1,2023/9/7 10:58,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,我交了54块钱,1,2023/9/7 10:58,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,你看看哪里给我扣了,1,2023/9/7 10:58,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,您好，您提供的图片是这个的消费情况，并非实际扣除费用，这个月的账单显示到10月3号之后会展示抵扣的情况，亲亲现在可以点击8月或者7月的，已经出账了，可以看到抵扣的费用,0,2023/9/7 11:13,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,如果要查询这个月的返还费用情况，亲亲可以编辑短信117发送到10001查询当月的话费返还记录，或者通过湖南电信微信公众号，点击“我的服务-服务大厅-查询办理-手机-话费返还”可以查询到返还记录的哦,0,2023/9/7 11:14,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,https://zlhx-scrm-obs.obs.cn-east-3.myhuaweicloud.com:443/02752d9e-ffed-4336-92db-c62ff7b06612_1694056496502.jpg,1,2023/9/7 11:14,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,这不还是54吗,1,2023/9/7 11:14,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,扣了,1,2023/9/7 11:14,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,吗,1,2023/9/7 11:14,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,我请问,1,2023/9/7 11:15,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,自己看,1,2023/9/7 11:16,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,你当时口口声声说每个月29块钱,1,2023/9/7 11:16,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,现在直接翻了一倍,1,2023/9/7 11:16,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,就这样欺骗消费者吗,1,2023/9/7 11:16,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,当时我说不用这个卡了，你自己怎么和我说说的,1,2023/9/7 11:16,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,给我这个优惠那个优惠,1,2023/9/7 11:16,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,我就续约了,1,2023/9/7 11:16,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,现在告诉我还是每个月54,1,2023/9/7 11:17,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,你玩我呢,1,2023/9/7 11:17,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,我打人工人工也不接,1,2023/9/7 11:17,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,你能不能给我处理好了,1,2023/9/7 11:17,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,我要看到的就是我每个月就扣29块钱,1,2023/9/7 11:17,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,不是tmd54,1,2023/9/7 11:17,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,您好，亲亲，这个不会前任,0,2023/9/7 11:28,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,https://zlhx-scrm-obs.obs.cn-east-3.myhuaweicloud.com:443/1694057299229_1694057299229.png,0,2023/9/7 11:28,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,亲亲，您点开7月和8月看这个位置,0,2023/9/7 11:28,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,下面全部展开是会展示详情的,0,2023/9/7 11:28,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,找到公众号里面的我的服务--服务大厅--查询办理--话费返还里面去看看,0,2023/9/7 11:29,127,,
wmFS0DDgAAln3sFoF0rA2vBns6JBhgvA,17308401160,您好，查询号码月租39元，流量包5元，权益包10元，合计是54元，每月赠送20元，实际扣除需要缴纳的费用是34元-----这个是通过您的号码查询到的套餐情况哦，公众号里面的我的服务--服务大厅里面有很多都可以查询，您再次多点击进去看看，或者是也可以查询到充值记录和账单扣除，结合您的充值情况和账单扣除算一下费用的哦,0,2023/9/7 11:31,127,用户想要了解19164997972号码的流量套餐情况，并对费用和优惠存疑。,投诉
wmFS0DDgAA3ik6yhUVwo78RY4eo8AHbA,17308401160,【号卡不活跃提醒】【流量使用提醒】亲亲，您的数据流量剩余较多，建议尽快使用。如您3天内使用，还可免费获50分钟语音通话时长（预计3个工作日内生效，有效期30天，不可重复赠送），确认参与请于24小时内使用您的电信号码短信回复“293”至10001886，不清楚参与活动号码及详情可以咨询客服哦。戳进专区 https://flow.hn.189.cn/hnfx/hkly/autos?clientid=WXHL77 ，领更多福利！,0,2023/8/14 18:49,128,,
wmFS0DDgAA3ik6yhUVwo78RY4eo8AHbA,17308401160,现在充值有优惠么,1,2023/8/31 13:27,128,,
wmFS0DDgAA3ik6yhUVwo78RY4eo8AHbA,17308401160,19168112343,1,2023/8/31 13:27,128,,
wmFS0DDgAA3ik6yhUVwo78RY4eo8AHbA,17308401160,亲亲您好，现在有存费送费活动哦，存50送120元话费,0,2023/8/31 13:46,128,,
wmFS0DDgAA3ik6yhUVwo78RY4eo8AHbA,17308401160,亲亲您好，查询您的号码之前参与存50送120元话费活动2024-02到期，如果现在点击下方链接继续参与活动，赠送费用自动延期延续的哦，预存的50元立即到账可以使用，赠送的120元从2024年3月开始返还哦,0,2023/8/31 13:47,128,,
wmFS0DDgAA3ik6yhUVwo78RY4eo8AHbA,17308401160,"《充50送120元话费》亲亲您好，推荐点击链接参与存费送费活动：http://flow.hn.189.cn/hnfx/hd/cfsf50120xy?isWx=1&clientid=qiyewxzry（充值的50元立即到账，赠送的120元从次月开始返还，每个月返还10元），比您自行充值要划算哦，点击链接参与哦，直接充值无法享受赠送哦。
",0,2023/8/31 13:47,128,,
wmFS0DDgAA3ik6yhUVwo78RY4eo8AHbA,17308401160,[价值25元会员免费送]悄咪咪说下:如果您成功办理了(存50送120)而且手机号码没有注册过bilibili的话，可以凭借办理截图找客服获取大会员领取链接哦!!完全免费体验一个月!,0,2023/8/31 13:47,128,,
wmFS0DDgAA3ik6yhUVwo78RY4eo8AHbA,17308401160,【号卡不活跃提醒】【流量使用提醒】亲亲，您的数据流量剩余较多，建议尽快使用。如您3天内使用，还可免费获50分钟语音通话时长（预计3个工作日内生效，有效期30天，不可重复赠送），确认参与请于24小时内使用您的电信号码短信回复“293”至10001886，不清楚参与活动号码及详情可以咨询客服哦。戳进专区 https://flow.hn.189.cn/hnfx/hkly/autos?clientid=WXHL77 ，领更多福利！,0,2023/11/20 17:53,128,查询充值优惠,服务咨询
wmFS0DDgAAinw5g-YKW4Ftc7rvshXGbA,17308401160,【活跃提醒】【福利】亲亲，3日内使用任意流量，可获赠500M流量，预计3个工作日内生效。期待您的参与，不清楚参与活动号码及详情可以咨询客服哦！登录互联网卡专区（ https://flow.hn.189.cn/hnfx/hkly/autos?clientid=WXHL77 ）签到可得话费流量！,0,2023/12/15 18:02,129,,
wmFS0DDgAAGrB1AGrnYdUuGKvol2AaBQ,17308401160,"【号卡欠费一年提醒】尊敬的用户您好，您名下有一张湖南电信号卡已停机超过一年。 现在恢复使用可享限时大流量，超值会员等赠送优惠，历史欠费也能减免抹除。
 期待您的回复，客服这边将活动内容与您详细介绍一下！！
 （温馨提示：名下有欠费号卡会影响您的日常号卡业务办理，您有任何问题也可以向客服咨询。）",0,2023/10/26 14:40,130,,
wmFS0DDgAAGrB1AGrnYdUuGKvol2AaBQ,17308401160,怎么恢复使用,1,2023/10/26 17:20,130,,
wmFS0DDgAAGrB1AGrnYdUuGKvol2AaBQ,17308401160,亲亲，请提供一下您的姓名+号码+身份证号后六位，这边为您查询一下哦,0,2023/10/26 17:35,130,,
wmFS0DDgAAGrB1AGrnYdUuGKvol2AaBQ,17308401160,"张婷
19373344362
27534X",1,2023/10/26 17:37,130,,
wmFS0DDgAAGrB1AGrnYdUuGKvol2AaBQ,17308401160,稍等,0,2023/10/26 17:37,130,,
wmFS0DDgAAGrB1AGrnYdUuGKvol2AaBQ,17308401160,尊敬的客户，您的手机号卡存在安全风险，为保护您的权益，根据国家法律法规有关规定和监管要求，暂停您的号码使用，请关注“湖南电信”微信公众号并在对话框发送“11”，按回复链接进行身份核验后复机。感谢您的理解与支持！,0,2023/10/26 17:38,130,,
wmFS0DDgAAGrB1AGrnYdUuGKvol2AaBQ,17308401160,必须确保关闭手机wifi和只开通此卡数据的情况下进行以上操作复机哦,0,2023/10/26 17:38,130,用户希望恢复使用手机服务,服务咨询
wmFS0DDgAA1Vlelf-Q_87mhXg8Q1oHXA,17308401160,【活跃提醒】【流量使用提醒】亲亲，您的数据流量剩余较多，建议尽快使用。如您3天内使用，还可免费获18G通用流量（分6个月每月3G赠送，预计3个工作日内生效），确认参与请于24小时内使用您的电信号码短信回复“293”至10001886，不清楚参与活动号码及详情可以咨询客服哦。戳进专区 https://flow.hn.189.cn/hnfx/hkly/autos?clientid=WXHL77 ，领更多福利！,0,2023/12/15 18:03,131,,
wmFS0DDgAA7uneozKJ34onrPX3jqERpA,17308401160,"【号卡欠费一年提醒】尊敬的用户您好，您名下有一张湖南电信号卡已停机超过一年。 现在恢复使用可享限时大流量，超值会员等赠送优惠，历史欠费也能减免抹除。
 期待您的回复，客服这边将活动内容与您详细介绍一下！！
 （温馨提示：名下有欠费号卡会影响您的日常号卡业务办理，您有任何问题也可以向客服咨询。）",0,2023/10/24 15:23,132,,
wmFS0DDgAA7uneozKJ34onrPX3jqERpA,17308401160,卡不要了,1,2023/10/24 15:24,132,,
wmFS0DDgAA7uneozKJ34onrPX3jqERpA,17308401160,19397744319 请问是这个号卡当前要办理销户吗??,0,2023/10/24 16:02,132,,
wmFS0DDgAA7uneozKJ34onrPX3jqERpA,17308401160,您缴清欠费，号卡恢复状态正常，还可以减免您历史欠费的哦，您参加存费送费活动还可以降低号卡10元月租费用的哦??,0,2023/10/24 16:02,132,,
wmFS0DDgAA7uneozKJ34onrPX3jqERpA,17308401160,"【冲话费送话费啦！！！】  冲50送120元
点击链接参加：

http://flow.hn.189.cn/hnfx/page/goIn32?clientid=qiyewxzdj       充值成功后50元立即到账，赠送的120是从激活次月开始赠送，每个月赠送10元，比您单独充值要划算的多哦                                                     （注：活动需点击此链接生效的哦，充值时请您确认参加号码是否正确）",0,2023/10/24 16:02,132,,
wmFS0DDgAA7uneozKJ34onrPX3jqERpA,17308401160,"「互联网卡客服小桃子：19397744319 请问是这个号卡当前要办理销户吗??」
- - - - - - - - - - - - - - -
要",1,2023/10/24 16:04,132,,
wmFS0DDgAA7uneozKJ34onrPX3jqERpA,17308401160,您好，这个套餐是非常实惠的，套餐内并且套餐资内有包含多款定向流量的app，流量资费也是是非常划算的，建议您再继续使用哦,0,2023/10/24 16:44,132,,
